Unnamed: 0,Unnamed: 0.1,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating,x,y,z
653,153,747,2.0,240.0,12.0,2.0,240.0,Bitter Woods: The Battle of the Bulge,1998,Mark Simonitch,"Wargame,World War II",,Randy Heller,"History: World War II (Battle of the Bulge),Players: Two Player Only Games","Dice Rolling,Hexagon Grid,Simulation","The Avalon Hill Game Co,Multi-Man Publishing",211,6.89052,-50.53755,27.674723,-41.140438
654,154,748,2.0,10.0,8.0,2.0,10.0,Trax,1980,,Abstract Strategy,,David L. Smith,"Category: Combinatorial,Players: Two Player Only Games","Network and Route Building,Pattern Building,Tile Placement","(Self-Published),Bandai,Colour of Strategy, Ltd.,Excalibre Games, Inc.,Gigamic,Grapet,Heraclio Fournier,Holdson,Mind Games, Ltd. (I),quecke-verlag,Tantrix Holland B.V.,Tantrix UK Ltd.,The United States Playing Card Company",540,6.50984,24.771118,-42.98115,6.8213806
657,157,751,4.0,120.0,16.0,2.0,120.0,Minos,1991,J. C. Sohier,"Ancient,City Building,Civilization,Economic,Fighting,Nautical",,H. Jean Vanaise,Admin: Better Description Needed!,"Area Majority / Influence,Area Movement,Dice Rolling,Point to Point Movement","Otto Maier Verlag,Ravensburger",288,6.3684,-34.63888,-12.208184,14.876268
658,158,752,6.0,120.0,12.0,2.0,120.0,Maul of America,1998,Steve Bryant,"Fighting,Horror,Zombies",,Eric Canfield,,"Dice Rolling,Modular Board,Roll / Spin and Move",Jolly Roger Games,113,4.70044,-0.17151001,78.004906,41.721577
659,159,753,2.0,240.0,14.0,2.0,240.0,Panzerkrieg: von Manstein & HeeresGruppe Süd,1978,"Rodger B. MacGowan,Masahiro Yamazaki","Wargame,World War II",,John Prados,"Country: Soviet Union,Players: Two Player Only Games","Dice Rolling,Hexagon Grid","The Avalon Hill Game Co,CoSi,OSG (Operational Studies Group),Six Angles",255,6.41569,-41.55483,28.497934,13.094351
660,160,754,2.0,15.0,8.0,2.0,15.0,Domain,1982,,Abstract Strategy,,Claude Duvernay,"Category: Combinatorial,Components: Polyominoes,Players: Two Player Only Games","Area Majority / Influence,Tile Placement","Alga,Editrice Giochi,Estrela,Nathan,Orda Industries Ltd.,Parker Brothers,Waddingtons",175,6.13507,2.6888442,-27.767254,23.545565
661,161,755,2.0,360.0,12.0,1.0,360.0,Thunder at Cassino,1987,"Charles Kibler,George I. Parrish, Jr.","Wargame,World War II",,Courtney F. Allen,Series: Area-impulse (Avalon Hill),"Area-Impulse,Dice Rolling",The Avalon Hill Game Co,414,7.01909,-78.436104,3.8240254,-50.250595
662,162,756,6.0,60.0,10.0,3.0,60.0,Black Vienna,1987,"Jim Ferreira,Martina Irion,Steve Sisk","Card Game,Deduction,Spies/Secret Agents",,Gilbert Obermair,,Paper-and-Pencil,"(Web published),KOSMOS",458,7.0125,32.967667,40.586884,-50.27201
665,165,759,2.0,1800.0,10.0,1.0,120.0,Turning Point: Stalingrad,1989,"Charles Kibler,George I. Parrish, Jr.","Wargame,World War II",,Don Greenwood,"Cities: Volgograd (Russia),Components: Map (City Scale),Country: Russia,Series: Area-impulse (Avalon Hill)",Area-Impulse,The Avalon Hill Game Co,710,7.2482,-78.411,3.8189714,-43.831154
666,166,760,2.0,30.0,12.0,2.0,30.0,Battle Line,2000,"Roland MacDonald,Rodger B. MacGowan,Mark Simonitch","Ancient,Card Game,Deduction",,Reiner Knizia,"Ancient: Greece,Game: Schotten-Totten,Players: Two Player Only Games,Series: Lunchtime Games (GMT)","Card Play Conflict Resolution,Hand Management,Melding and Splaying,Set Collection","GMT Games,Chrononauts Games,Lavka Games,NeoTroy Games,Roland's Revenge Games,Swan Panasia Co., Ltd.,Wargames Club Publishing",15857,7.41431,8.953002,-47.73587,1.5904084
667,167,761,7.0,60.0,10.0,3.0,60.0,The Great Brain Robbery,2000,Brian Snoddy,"American West,Card Game,Fantasy,Fighting,Horror,Trains,Zombies",,James Ernest,Series: Cheapass Zombie,"Campaign / Battle Card Driven,Roll / Spin and Move","Cheapass Games,Truant Spiele",561,5.54198,1.6452937,78.63063,56.372932
669,169,764,12.0,45.0,10.0,2.0,45.0,Mad Gab,1996,,"Party Game,Word Game",,"Tim Walsh,Terry White","Game: Mad Gab,Series: To Go! games (Mattel)",,"Drumond Park Ltd.,Mattel,Megableu,Patch Products",1425,4.99594,73.27231,-11.099053,43.07006
670,170,765,5.0,45.0,8.0,2.0,45.0,Space Walk,1999,Franz Vohwinkel,"Abstract Strategy,Science Fiction",,Rüdiger Dorn,"Category: Combinatorial,Components: Game Box Used In Play,Traditional Games: Mancala",Mancala,"Gigamic,Morapiaf,Ravensburger",364,5.94494,-66.243576,-39.005848,33.097107
671,171,766,6.0,60.0,10.0,2.0,60.0,Regatta,1967,(Uncredited),"Nautical,Racing,Sports",,"G. W. ""Jerry"" D'Arcey,David D'Arcey,Frank Thibault","Admin: Better Description Needed!,Series: 3M Sports Games,Sports: Sailing",Roll / Spin and Move,"3M,The Avalon Hill Game Co,Klee",558,6.33565,48.7297,34.329468,17.196976
673,173,768,5.0,60.0,12.0,2.0,60.0,Keytown,2000,Juliet Breese,Medieval,,Richard Breese,Series: Key (Richard Breese),"Worker Placement, Different Worker Types",R&D Games,105,6.53952,-24.94991,-33.378136,4.6506658
674,174,769,8.0,90.0,10.0,2.0,90.0,Star Trek Red Alert,2000,,"Collectible Components,Fighting,Movies / TV / Radio theme,Science Fiction",,"Matthew Colville,Darrell Hardy,Christian Moore,Christian T. Petersen","Collectible: Collectible Token Games,TV Shows: Star Trek (various)",Variable Player Powers,Last Unicorn Games,107,6.50467,-16.407421,61.585926,5.5213456
675,175,770,8.0,20.0,10.0,2.0,20.0,Loot,1992,"Vincent Burger,Kevin Keele,Gary Locke,Chechu Nieto,Nima Majlesi,Pierre-Louis Puaud,Camila Queiroz,Franz Vohwinkel","Card Game,Nautical,Pirates",,Reiner Knizia,"Misc: Mensa Select,Series: Tilsit Poche","Card Play Conflict Resolution,Hand Management,Team-Based Game","(Unknown),AMIGO,ASYNCRON games,cosaic,Dal Negro,Educa Korea,Gamewright,Geeks N' Orcs,Group SNE,Heidelberger Spieleverlag,HomoLudicus,Kanga Games,Neptuno Games,Nürnberger-Spielkarten-Verlag,Pixie Games,Reflexshop,Roomiz Games,Tilsit,Trefl Joker Line,Yes Papa Games",6035,6.29391,-35.22993,15.86192,-1.9280477
676,176,771,4.0,90.0,10.0,2.0,90.0,Kings and Castles,2000,,"Medieval,Wargame",,"Gary Dicken,Steve Kendall,Phil Kendall",,Area Majority / Influence,Ragnar Brothers,141,6.63192,-15.605231,-2.9937193,-7.597297
677,177,772,6.0,20.0,10.0,2.0,20.0,Ausbrecher AG,1985,Heinz-Peter Fothen,"Deduction,Dice,Racing",,Hajo Bücken,Containers: Tubes,"Betting and Bluffing,Dice Rolling,Paper-and-Pencil,Roll / Spin and Move","Arbeitsstelle für neues Spielen,Ravensburger",275,6.07211,30.117146,13.563764,28.042799
685,185,782,6.0,120.0,8.0,3.0,120.0,"Win, Place & Show",1966,,"Animals,Racing,Sports",,"Thomas M. Divoll,John B. Reilly","Series: 3M Sports Games,Sports: Horse Racing","Betting and Bluffing,Dice Rolling,Roll / Spin and Move","3M,The Avalon Hill Game Co,Klee",828,6.72337,48.820625,31.206833,-34.500443
688,188,785,6.0,90.0,12.0,2.0,90.0,Dog Eat Dog,1999,Lori Walls,"Economic,Environmental,Industry / Manufacturing",,Evan Jones,,"Auction/Bidding,Commodity Speculation,Roll / Spin and Move,Set Collection,Worker Placement",QED Games,134,5.16828,-28.895306,-39.562386,45.450077
689,189,786,6.0,90.0,10.0,2.0,90.0,Maxi Bour$e,1987,,Economic,,"Marc-Éric Gervais,Pascale Loiseau,Georges Daniel Volpilhac",,"Roll / Spin and Move,Stock Holding,Trading","Diset S. A.,Schmidt France,TSR",150,4.56647,-37.342415,-49.904465,41.13823
691,191,788,6.0,120.0,12.0,1.0,120.0,Tales of the Arabian Nights,1985,"Larry Catalano,Stephen Crane,Ingmar Drewing,Larry Elmore,Jens Haupt,Christopher T. Miller,Steve Weiss","Adventure,Arabian,Fantasy",,"Brad Freeman,Eric Goldberg,Doug Kaufman,Kevin Maroney,Ken Rolston","Folk Tales & Fairy Tales: Aladdin,Mythology: Arabian,Players: Games with Solitaire Rules,Region: Middle East","Point to Point Movement,Storytelling,Trading,Variable Player Powers","West End Games,Edition Erlkönig,Gallimard",808,7.04531,-78.48195,-9.307738,-51.851036
692,192,789,4.0,45.0,10.0,2.0,45.0,Focus,1963,Marion Pott,Abstract Strategy,A Gamut of Games,Sid Sackson,"Category: Combinatorial,Components: 3-Dimensional (3D),Series: Gamut of Games (Sid Sackson)",Grid Movement,"Daekor Designs,Estrela,Hugendubel Verlag,KOSMOS,Labo Market,Milton Bradley,Mondadori Giochi,Nilco S.A.,Parker Brothers,Random House, Inc.,Spear's Games,Whitman,WOSI ""Wspolna Sprawa""",759,6.44779,9.253785,-27.053946,10.776927
696,196,793,6.0,20.0,12.0,2.0,20.0,Yahtzee Deluxe Poker,1994,Comicon S.L.,Dice,,"Sean McGuire,Thomas McGuire","Game: Yahtzee,Traditional Card Games: Poker","Auction/Bidding,Betting and Bluffing,Dice Rolling,Push Your Luck","Hasbro,Milton Bradley,Parker Brothers,Ravensburger",539,6.05114,27.893288,11.685252,27.749271
697,197,794,4.0,60.0,10.0,2.0,60.0,Foil,1968,,"Card Game,Word Game",,Frederick A. Herschler,"Series: 3M Bookshelf Series,Series: 3M Gamettes",,3M,160,5.52719,72.84752,-11.908908,60.263985
698,198,795,6.0,60.0,10.0,2.0,60.0,Dragonlance,1988,,"Fantasy,Medieval",,"Michael S. Dobson,Scott Haring,Warren Spector","Components: 3-Dimensional (3D),Components: Miniatures,Creatures: Dragons,Setting: Dragonlance,Setting: Dungeons & Dragons,Versions & Editions: Board Game Versions of Role-Playing Games","Action Points,Card Drafting,Dice Rolling,Grid Movement,Hexagon Grid,Roll / Spin and Move,Three Dimensional Movement,Variable Player Powers",TSR,414,5.3656,-46.89038,16.09692,48.941788
699,199,796,6.0,300.0,12.0,3.0,180.0,Shanghai Trader,1986,Penelope Donavan,"Economic,Political",,"Steve Barnes (I),Dave O'Connor,Steve Utick,Peter Wyche",Cities: Shanghai (China),"Tile Placement,Trading","Hobby Japan,Panther Games",218,6.48031,-23.706726,1.3319714,6.2407646
701,201,798,2.0,20.0,10.0,2.0,20.0,Ace of Aces: Handy Rotary Series,1980,"Joe DeMarco,Jerry Redding","Aviation / Flight,Book,Wargame,World War I",,"Doug Kaufman,Alfred Leonardi","Players: Two Player Only Games,Series: Ace of Aces (Nova Game Designs),Series: Ace of Aces WWI (Nova Game Designs),Series: Picture Book Games (Nova Game Designs)","Paper-and-Pencil,Simulation,Simultaneous Action Selection","Flying Buffalo, Inc. (FBI),Gameshop,Greysea Games,Grow Jogos e Brinquedos,Nova Game Designs",1110,7.03152,-31.615177,59.573647,-51.53806
702,202,799,4.0,180.0,12.0,2.0,180.0,The Hills Rise Wild!,2000,Dennis Detwiller,"Adventure,Fighting,Horror,Miniatures",,"Jesper Myrfors,John Scott Tynes",Theme: Cthulhu Mythos,Variable Player Powers,Pagan Publishing,260,6.37538,-6.1531715,28.325665,14.613722
706,206,803,6.0,120.0,12.0,2.0,120.0,Dragonhunt,1982,Chris White (I),"Fantasy,Wargame",,"Willis P. Carpenter,Garrett J. Donner,Michael S. Steer",Creatures: Dragons,"Dice Rolling,Hexagon Grid",The Avalon Hill Game Co,251,5.73968,-31.464912,26.237957,51.89912
707,207,804,4.0,45.0,10.0,2.0,45.0,Thunder Road,1986,Paul Alexander,"Fighting,Racing,Science Fiction",,Jim Keifer,"Theme: Helicopters,Theme: Post-Apocalyptic","Dice Rolling,Modular Board,Roll / Spin and Move","MB Jeux,Milton Bradley",786,6.65742,30.419292,0.26452062,-6.7029395
708,208,805,5.0,90.0,12.0,2.0,90.0,Buffy the Vampire Slayer: The Game,2000,,"Horror,Movies / TV / Radio theme",,"Rob Daviau,Bill Sabram,Craig Van Ness","Admin: Better Description Needed!,Creatures: Vampires,TV Shows: Buffy the Vampire Slayer","Role Playing,Roll / Spin and Move,Team-Based Game,Variable Player Powers","Hasbro,Milton Bradley",1667,6.62876,4.0347443,22.702978,-5.454685
712,212,811,4.0,60.0,8.0,2.0,60.0,Rummikub,1977,"(Uncredited),Micha Hertzano,Sławek Wiechowski","Abstract Strategy,Card Game,Number",,Ephraim Hertzano,"Card Games: Draw and Discard,Card Games: Exchange,Card Games: Shedding / Stops,Components: Traditional Playing Cards,Game: Rummikub,Series: Senior (Cadaco),Series: Unser Lieblingsspiel (Georg Appl / Espenlaub),Traditional Card Games: Rummy","Melding and Splaying,Set Collection,Tile Placement","(Unknown),Alga,Aquamarine Games (COMPUDID),Arxon,Bello Games New York, Inc.,Bergsala Enigma (Enigma),Bookmark Verlag,Brain Games Germany,Brio AB,Broadway Toys LTD,Cadaco,Cardinal,Carlit,Casper,Cayro, the games,Clementoni,Coneways,Crown & Andrews Ltd.,Dal Negro,danspil,Desyllas Games,Dujardin,Espenlaub,Falomir Juegos,Fame Products,Fjarðarfell,Fortuna Games,Fun Connection,Game Design,Goliath Games,Grow Jogos e Brinquedos,H. I. T. INDUSTRIES, LTD.,Hansa Toy Co.,Hasbro,HEMA,Hertzano Ltd.,Ideal,Intelli,Joker,Jumbo,Kaissa Chess & Games,Kärnan,Kawada, Co. Ltd,Kingstone International,Kod Kod,Lamda Limited,Lastentuotetukku KY,Lemada Light Industries,Lifetime Educational Games,M & G Pacific Toys, Inc,Mar Lúdico,Masudaya Corp,MB Juegos,Nordic Games GmbH,Noris Spiele,Orangutan Games,Parker Brothers,Pavilion,Peri Spiele,Perner Produktions GmbH,Piatnik,Playtoy Industries,Pressman Toy Corp.,Ravensburger,Schmidt International,Schmidt Spiele,Selchow & Righter,Selecta Spel en Hobby,Shelbud Products Corp.,Spear's Games,Spin Master Ltd.,Sterling Games,Studio100,Tactic,TM Toys,TOMA Sp. z o.o.,Tomy,Toy Club,Waddingtons,Weico Produkte GmbH,Western Publishing Company,Wood Expressions,Yangxin Industrial Company Limited,놀이속의세상",13669,6.39055,8.609463,-48.682003,1.3551891
713,213,813,4.0,45.0,7.0,2.0,45.0,Goosebumps: Terror in the Graveyard Game,1995,,"Children's Game,Horror,Novel-based",,Craig Van Ness,"Books: Goosebumps,Creatures: Ghosts,Theme: Cemeteries / Graveyards",Modular Board,"MB Jeux,MB Juegos,MB Spellen,Milton Bradley",163,5.38671,7.8942094,32.886875,49.721474
714,214,814,5.0,30.0,6.0,2.0,10.0,Aquarius,1998,Andrew Looney,"Abstract Strategy,Card Game",,Andrew Looney,Card Games: Draw and Discard,"Pattern Building,Tile Placement","Covenant Communications, Inc.,Hobby Japan,Looney Labs,Swan Panasia Co., Ltd.",1713,6.05697,23.505608,-41.494465,26.624918
715,215,815,6.0,30.0,11.0,1.0,30.0,Chrononauts,2000,"Alison Frane,Derek Ring","Bluffing,Card Game,Deduction,Educational,Political,Science Fiction,World War I,World War II",,Andrew Looney,"Game: Chrononauts,Mechanism: Card Line,Players: Games with Solitaire Rules,Theme: Alternate History,Theme: Time Travel","Hand Management,Modular Board,Push Your Luck,Solo / Solitaire Game",Looney Labs,5323,6.1946,-79.15558,18.054491,-1.9883658
716,216,816,6.0,360.0,14.0,3.0,360.0,2038: Tycoons of the Asteroid Belt,1995,"Michael McLaughin,John Stoltenberg,Jeff Sturgeon","Economic,Science Fiction,Space Exploration,Trains,Transportation",,"James Hlavaty,Thomas Lehmann",Series: 18xx,"Auction/Bidding,Network and Route Building,Pick-up and Deliver,Stock Holding","Prism Games,TimJim Games",393,7.09517,-33.787136,-61.648838,-58.99195
718,218,820,2.0,15.0,9.0,2.0,15.0,Axiom,1988,Michael Seal,Abstract Strategy,,Michael Seal,"Category: Combinatorial,Components: 3-Dimensional (3D),Players: Two Player Only Games",Modular Board,"Abstract Planet Ltd.,Lumicube,Seventh Seal",229,6.9625,6.301203,-24.591259,-48.525673
720,220,822,5.0,45.0,7.0,2.0,30.0,Carcassonne,2000,"Doris Matthäus,Anne Pätzke,Chris Quilliams,Klaus-Jürgen Wrede","City Building,Medieval,Territory Building","Carcassonne Big Box,Carcassonne Big Box 2,Carcassonne Big Box 3,Carcassonne Big Box 4,Carcassonne Big Box 5,Carcassonne Big Box 6,Carcassonne inklusive Händler & Baumeister,Carcassonne Limited Edition,Carcassonne Müller Exklusiv-Edition,Carcassonne: 10 Year Special Edition,Carcassonne: 20th Anniversary Edition,El Grande & Carcassonne,Каркассон: Королевский Подарок,Каркассон: Королевский подарок. Новое издание",Klaus-Jürgen Wrede,"Cities: Carcassonne (France),Components: Meeples (Black),Components: Meeples (Blue),Components: Meeples (Green),Components: Meeples (Red),Components: Meeples (Yellow),Country: France,Digital Implementations: Board Game Arena,Game: Carcassonne,Region: Languedoc (France)","Area Majority / Influence,Map Addition,Tile Placement","Hans im Glück,999 Games,Albi,Bard Centrum Gier,Bergsala Enigma (Enigma),Brain Games,cutia.ro,Devir,Fantasmagoria,Filosofia Éditions,Giochi Uniti,Grow Jogos e Brinquedos,Hobby World,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lautapelit.fi,Midgaard Games,MINDOK,Möbius Games,Monkey Time,NeoTroy Games,Nordic Games ehf,Paper Iyagi,Piatnik,Ponva d.o.o.,Rio Grande Games,Schmidt Spiele,Smart Ltd,Stupor Mundi,SuperHeated Neurons,Swan Panasia Co., Ltd.,Venice Connection,Ventura Games,Z-Man Games, Inc.",104759,7.41863,-26.214188,-28.339586,3.0452075
721,221,823,5.0,90.0,12.0,2.0,60.0,The Lord of the Rings,2000,"Bluguy,John Howe","Adventure,Fantasy,Novel-based",,Reiner Knizia,"Authors: J.R.R. Tolkien,Components: Miniatures,Game: Lord of the Rings (Reiner Knizia's co-op game),Series: Fantasy Flight Silver Line,Series: Literature (Kosmos)","Cooperative Game,Dice Rolling,Hand Management,Set Collection,Variable Player Powers","Fantasy Flight Games,999 Games,Alga,Bard Centrum Gier,Devir,Edge Entertainment,Editrice Giochi,Fjölvaútgáfan,Hasbro,Hobby World,Kaissa Chess & Games,KOSMOS,Laser plus,Parker Brothers,Sophisticated Games,Stratelibri,Tactic,Tilsit,Wizards of the Coast",14495,6.74667,3.4257324,31.002264,1.3783438
723,223,825,4.0,20.0,10.0,2.0,20.0,Screaming Eagles,1987,Paul Alexander,"Fighting,Wargame",,Jim Keifer,,"Dice Rolling,Simultaneous Action Selection,Team-Based Game","Hasbro,Milton Bradley",362,5.99542,-0.56882995,5.3273115,30.240822
724,224,826,5.0,45.0,8.0,2.0,45.0,Cartagena,2000,"Volkan Baga,Christoph Clasen,Didier Guiserix,Martin Hoffmann,Tomasz Larek,Nora Nowatzyk,Claus Stephan","Pirates,Racing",,Leo Colovini,"Cities: Cartagena (Colombia),Game: Cartagena","Action Points,Catch the Leader,Hand Management,Modular Board,Race,Resource to Move,Track Movement","Venice Connection,Corfix,Devir,Giochi Uniti,Hobby World,Identity Games International B.V.,Nordic Games GmbH,Oya,Piatnik,Ravensburger,Rio Grande Games,Tilsit,White Goblin Games,Winning Moves Germany",7531,6.68282,-12.557821,-29.616287,-1.3868924
725,225,827,5.0,45.0,10.0,2.0,45.0,Attila,2000,Franz Vohwinkel,Ancient,,Karl-Heinz Schmiel,Ancient: Rome,"Area Majority / Influence,Stock Holding","999 Games,Hans im Glück,Rio Grande Games",1595,6.48365,-38.487106,-51.549446,8.166474
726,226,828,6.0,240.0,12.0,1.0,120.0,Wizards,1982,Coral J. F. Mosbø,"Adventure,Fantasy",,"Thomas J. Mosbø,Coral J. F. Mosbø",,"Cooperative Game,Modular Board,Pick-up and Deliver,Variable Player Powers",The Avalon Hill Game Co,381,6.36886,-12.448586,3.3064075,14.959943
727,227,829,4.0,45.0,13.0,2.0,45.0,Battle of the Bands,2001,,"Card Game,Humor,Music,Party Game",,Dan Smith,Theme: Music Making & Makers,"Hand Management,Take That","Dan Smith Industries,Third World Games",182,5.77363,64.76618,-48.68848,38.549843
729,229,831,6.0,90.0,10.0,3.0,90.0,Schrille Stille,1999,"Bluguy,Victor Boden","Economic,Music",,Peter Wichmann,,"Commodity Speculation,Secret Unit Deployment,Voting",Zoch Verlag,704,6.47138,66.14967,-49.15495,10.770231
730,230,833,2.0,360.0,12.0,2.0,360.0,For the People,1998,"Rodger B. MacGowan,Kurt Miller,Mark Simonitch","American Civil War,Post-Napoleonic,Wargame",,Mark Herman,"Country: USA,Players: Two Player Only Games","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation","The Avalon Hill Game Co,Devir,GMT Games",1531,7.74467,-74.16121,37.517933,-23.245356
731,231,834,8.0,30.0,12.0,2.0,30.0,Chronology,1996,,"Card Game,Educational,Party Game,Trivia",,Jane Ruemmele,Game: Chronology,,"Buffalo Games,Fundex,Gibsons,Great American Puzzle Factory,Spear's Games",840,6.4882,72.81448,-29.859707,7.4078937
733,233,836,6.0,120.0,13.0,2.0,90.0,New England Railways,2000,Sean Brown,"Economic,Trains",Early Railways Collection,"John Bohrer,Martin Wallace","Country: USA,Region: New England (USA),Series: Early Railways (Winsome Games)","Auction/Bidding,Pick-up and Deliver","Eagle-Gryphon Games,Winsome Games",154,6.6776,-23.976643,-63.133537,-8.691231
734,234,840,4.0,60.0,10.0,2.0,60.0,Corsairs,2000,Oliver Freudenreich,"Card Game,Fighting,Nautical,Pirates",,"Thorsten Löpmann,Andreas Wetter",,"Area Majority / Influence,Dice Rolling,Hand Management,Modular Board","Hans im Glück,Rio Grande Games",511,6.04667,19.80284,45.640743,27.840837
735,235,841,8.0,30.0,12.0,3.0,30.0,Razzia,1992,Comicon S.L.,"Bluffing,Card Game,Economic,Mafia,Negotiation",,Stefan Dorra,,"Auction/Bidding,Simultaneous Action Selection",Ravensburger,320,6.37284,69.92667,37.47874,14.805631
736,236,843,7.0,60.0,12.0,2.0,60.0,Circus Minimus,2000,"Dean Essig,David Pentland","Ancient,Fighting,Racing",,Dean Essig,"Ancient: Rome,Sports: Chariot Racing",Variable Player Powers,The Gamers,215,6.30102,28.33685,4.580762,16.998745
